,id,Post,toxic,severe_toxic,obscene,threat,insult,identity_hate,class,sum
125789,a0e666c825065144,buddy say mean shit updatin website wrong wit vandalize,1,0,0,0,0,0,toxic,1
125819,a107e159e1f52384,gayesty web site face thye earth east baby diner,1,0,0,0,0,0,toxic,1
125851,a12e24f59a4a2ea0,sir live piece shit right write black people slow horrible death good child molestor block way people react stench probably big favor,1,0,0,0,0,0,toxic,1
125859,a136310430300967,dick manner,1,0,0,0,0,0,toxic,1
125861,a13854d3dc02d0fe,french open leave silly little message talk page say explain revert sure explanation hear pot kettle black gee talkpage,1,0,0,0,0,0,toxic,1
125901,a1701bd22e58a5d5,bother send message access read crap criminal know basic agree simple thing begin say live february change agree post,1,0,0,0,0,0,toxic,1
125922,a182c51072f12662,cantor bear petersburg time check russia live year insist repeat attempt edit correct false claim cowardly block edit fact remain georg cantor russian national amaze ignorance try claim germany care obtain german citizenship russian period stop false claim sure allow edit time insist correct error mathematic community disservice edit block prove wrong truth remain georg cantor russian period correct damn,1,0,0,0,0,0,toxic,1
125928,a18a1d1ac1983db4,oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymoron moron oxymoron oxymo,1,0,0,0,0,0,toxic,1
126001,a1eaf57c43e99980,excuse stop stop shut,1,0,0,0,0,0,toxic,1
126064,a232eda3cc6ba4a7,wikipedia suck sycophant post nonsense support slap upset delete favorite language hate value information notability requirement exist nerd get tire hentai decide petty bureaucrat instead maybe want control thing meek nobody irl control life way bend wikipedia world well,1,0,0,0,0,0,toxic,1
126102,a2620396d2dee242,know think think page delete idiot judge people fairly new user understand apostrophe block rude jerk user know ggggrrrr piss loser dork flipp deal life deal life loser,1,0,0,0,0,0,toxic,1
126114,a273d5331ee929ee,ahs like anime sow thasent hell,1,0,0,0,0,0,toxic,1
126145,a2950ae939b8cf6a,care alternative revisionist view holocaust article attempt spread nazi propaganda think jews care alternative revisionist denial think tutsis rwanda care alternative revisionist denial think bosniaks care alternative revisionist denial care fact cold hard neutral fact alternative leftist revisionist view maybe wikipedia succeed force people accept revisionist view srebrenica massacre,1,0,0,0,0,0,toxic,1
126178,a2cd54783d963d94,male gentalia,1,0,0,0,0,0,toxic,1
126188,a2d8b7de0e82457c,original barnstar letup stupidity,1,0,0,0,0,0,toxic,1
126209,a2f59e64d8d5c396,understand try tell shut change contribution,1,0,0,0,0,0,toxic,1
126218,a307262b4dbd6ac2,kind seek consider determination defensive opinionated punitive reflexive response immature cult wikipedia geek process wikipedia rubbish good luck,1,0,0,0,0,0,toxic,1
126284,a363581c0089bfd1,wikipedia feature article candidate macedonia terminology article bitch,1,0,0,0,0,0,toxic,1
126290,a36dc8b4f07ff081,quiet attack person attack justifiably person behaviour focusse task hand stop whine little school girl tease wascally boyth,1,0,0,0,0,0,toxic,1
126294,a373db3fda857516,oregon vortex hello queen cake comment veracity worthiness edit article oregon vortex short rude believe eye witness reliable energy oppotunity experience thing article deride optical illusion occur people happen control environment take place great outdoor see golf ball thing wikipedia forum frustrate editor writer sell worthwhile claim fame worth regardless distort truth get important arrogance live let oregon vortex time swear warehouse bible phenomena phenomena way joke enclyclopedia medium spiritualist medium sensistive energy good bad tell need vigorous clean msmedium,1,0,0,0,0,0,toxic,1
126313,a38cbad0e229c761,talk talk talk blubber kind bore thing,1,0,0,0,0,0,toxic,1
126321,a39b4836714430a1,smoke weed erryday right class professor,1,0,0,0,0,0,toxic,1
126334,a3a862876e83430f,mother prostitute,1,0,0,0,0,0,toxic,1
126340,a3b68ab21bbd0439,delete fair racise,1,0,0,0,0,0,toxic,1
126347,a3bc74f79340c64e,break heart people look worthless piece trash know wikipedia seriously avoid hard evidence point inside job way mind control child nist catch manipulate datum theory plausible build fall foot print fire melt steel jet fuel fire reach half build thing fall footprint funny conspiracy theory perpetrate official story,1,0,0,0,0,0,toxic,1
126362,a3ccae0b935ef5c1,rule obvious troll waste time piss people,1,0,0,0,0,0,toxic,1
126413,a41f4f5c992cbf45,vandalize sandbox understand leave,1,0,0,0,0,0,toxic,1
126416,a4245c5cb5e34a43,joe histoy eleemosynary clown assume sock packet traffic day bunch nutcases,1,0,0,0,0,0,toxic,1
126419,a42a6bc830164176,sex space sweet thank education,1,0,0,0,0,0,toxic,1
126427,a43a5be8a17eb6a4,stop vandalise write dog article write controvertial need citation look reader level need citation dog decend thousand year ago wolf alive today people believe need proof decende thousand year ago wolf live thousand year ago need citation problem merely point error people hear dog decende wolf look wolf leave world number today wolf northern lattitude grey wolf northern eursaia timber wolf north america believe dog decende human tropical creature move colder region man wolf population dwindle know ancient time man wolf world adapt climate need citation obviously dog breed one people live obviously warm climate wolf give rise dog breed northern wolf wolf colder region one leave number wolf warm place dog breed northern breed decende northern wolf yes spitz breed sled dog etc obviuous tell understand need citation feel like talk child tell child george washington president citation stuff need citation vandal person earth agree erase paragraph twice grind reference large tract article controvertial citation erase word write true controversial pure vandalism need citation dog interbreed coyote know possible article russian jackal dog hybrid web use search engine look pre caudal gland veterinary text thing controvertial new need citation new controvertial source widely know find reference work long need specific citation write look britannica read know mean author need cite reference mean need homework merely point thing big common knowledge prove dog decend entirely modern wolf colder climate people live dog domesticate year veterinary practice probably tell patient dog decende warm climate wolf come northern wolf year confront web vandal tell cite freak reference purely annoy erase write report vandal morgan wright,1,0,0,0,0,0,toxic,1
126432,a440b261f0f4ba3e,hey squinty eye jap japanese wikipedia belong,1,0,0,0,0,0,toxic,1
126464,a46f7e270f6c8f3a,lecture tone sexist implication remark upset yes upset good reason inability administrator adopt clear objective standard evidence evaluate charge misconduct man think commend righteous anger,1,0,0,0,0,0,toxic,1
126472,a47a143b262da21e,sorry bear yank fault hear suicide sure fire cure try,1,0,0,0,0,0,toxic,1
126477,a47f06b09ed101b7,replace delete material ari see attack let demonstration attack future play accuse attack clearly abomination travesty human embarrassment christian mother sorrow father chagrin wolf fraud thief liar plagiarist punk creep low life think make skin crawl picture fat ugly stinky piece garbage bad tooth demonstrate wrong world today behavior make honest people loose heart sign doom culmination thousand year bad decision self serve leader poor education bad breed refuse computer think write important topic tell care fellow help beat people ply filthy trade wikipedia stupid puke future hope know attack stop silly play benefit administrator poor fool say time hate think nasty stuff politeness return,1,0,0,0,0,0,toxic,1
126481,a4823b5e34c7e21c,battle sarsa win sikh force manage cross river mughal retreat battle sirhind kill wazir khan establish sikh rule punjab burj commemorate great victory sikh sirhind tell ignorant fool,1,0,0,0,0,0,toxic,1
126487,a489aeb745ed13bb,mess man biggie smalls mess,1,0,0,0,0,0,toxic,1
126530,a4bf3e6be22ff66c,user jeppiz user decausa busy molest mother,1,0,0,0,0,0,toxic,1
126536,a4c745816ddd5244,redirect user talk buckner crap,1,0,0,0,0,0,toxic,1
126547,a4d9b2144df1e5b3,come excuse refuse change simple editonly new england fudamnetalist view provide proof provide allow change ele liar,1,0,0,0,0,0,toxic,1
